,$id,Name,Position,Grade,YearOfBirth,PersonalShares,FromDate,ClosedDate,StockCode
3,5,Mr. Huỳnh Quang Trung,CEO/Member of BOD,332,1964      ,3700.0,1998      ,2020-12-31T00:00:00,BRR
4,6,Ms. Huỳnh Thị Hoa,Chief of Supervisory Board,59,1968      ,4100.0,1994      ,2020-12-31T00:00:00,BRR
5,7,Ms. Huỳnh Thị Hoa,Chief of Supervisory Board,59,1968      ,4100.0,1994      ,2020-12-31T00:00:00,BRR
6,8,Mr. Nguyễn Ngọc Thịnh,Chief Accountant,"59,56",1969      ,3000.0,2003      ,2020-12-31T00:00:00,BRR
7,9,Mr. Nguyễn Ngọc Thịnh,Chief Accountant,"59,56",1969      ,3000.0,2003      ,2020-12-31T00:00:00,BRR
8,10,Mr. Nguyễn Minh Đoan,Member of BOD,59,1970      ,3100.0,1994      ,2020-12-31T00:00:00,BRR
9,11,Mr. Mai Khánh,Member of BOD,59,1961      ,6000.0,2000      ,2020-12-31T00:00:00,BRR
10,12,Mr. Nguyễn Trọng Cảnh,Member of BOD,"375,597",1959      ,6300.0,1994      ,2020-12-31T00:00:00,BRR
11,13,Mr. Mai Khánh,Member of BOD,59,1961      ,6000.0,2000      ,2020-12-31T00:00:00,BRR
12,14,Mr. Phạm Văn Khiên,Member of BOD,203,-1        ,16875000.0,2020      ,2020-12-31T00:00:00,BRR
13,15,Mr. Trần Quốc Hưng,Deputy CEO,59,1961      ,5400.0,1994      ,2020-12-31T00:00:00,BRR
14,16,Mr. Trần Quốc Hưng,Deputy CEO,59,1961      ,5400.0,1994      ,2020-12-31T00:00:00,BRR
15,17,Mr. Nguyễn Minh Đoan,Deputy CEO/Member of BOD,59,1970      ,3100.0,1994      ,2020-12-31T00:00:00,BRR
16,18,Mr. Nguyễn Công Nhựt,Deputy CEO,203,1980      ,-1.0,N/A       ,2020-12-31T00:00:00,BRR
17,19,Mr. Nguyễn Minh Đoan,Deputy CEO,203,1970      ,-1.0,N/A       ,2020-12-31T00:00:00,BRR
18,20,Mr. Nguyễn Công Nhựt,Deputy CEO,203,1980      ,-1.0,N/A       ,2020-12-31T00:00:00,BRR
19,21,Ms. Phạm Thị Kim Loan,Member of Supervisory Board,59,1978      ,0.0,2001      ,2020-12-31T00:00:00,BRR
20,22,Mr. Hoàng Quốc Hưng,Member of Supervisory Board,59,1990      ,0.0,2016      ,2020-12-31T00:00:00,BRR
21,23,Ms. Phạm Thị Kim Loan,Member of Supervisory Board,59,1978      ,0.0,2001      ,2020-12-31T00:00:00,BRR
22,24,Mr. Hoàng Quốc Hưng,Member of Supervisory Board,59,1990      ,0.0,2016      ,2020-12-31T00:00:00,BRR
0,2,Mr. Trương Quang Đại,Chairman of BOD,23,1959      ,27700.0,2008      ,2020-12-31T00:00:00,BRS
1,3,Mr. Trương Quang Đại,Chairman of BOD,23,1959      ,27700.0,2008      ,2020-12-31T00:00:00,BRS
2,4,Mr. Nguyễn Phạm Việt Nghĩa,CEO,46,1976      ,12600.0,2016      ,2020-12-31T00:00:00,BRS
3,5,Ms. Nguyễn Thị Kim Xuyến,CEO/Member of BOD,59,1979      ,8000.0,2013      ,2020-12-31T00:00:00,BRS
4,6,Mr. Nguyễn Quang Quốc,Chief of Supervisory Board,59,1983      ,700.0,2006      ,2020-12-31T00:00:00,BRS
5,7,Mr. Nguyễn Quang Quốc,Chief of Supervisory Board,59,1983      ,700.0,2006      ,2020-12-31T00:00:00,BRS
6,8,Ms. Nguyễn Thị Kim Xuyến,Chief Accountant/Member of BOD,59,1979      ,8000.0,2013      ,2020-12-31T00:00:00,BRS
7,9,Ms. Trương Thị Tâm,Chief Accountant,203,1988      ,0.0,N/A       ,2020-12-31T00:00:00,BRS
8,10,Mr. Đào Mạnh Hùng,Member of BOD,29,1955      ,0.0,2013      ,2020-12-31T00:00:00,BRS
9,11,Mr. Nguyễn Phạm Việt Nghĩa,Member of BOD,46,1976      ,12600.0,2016      ,2020-12-31T00:00:00,BRS
10,12,Mr. Đào Mạnh Hùng,Member of BOD,29,1955      ,0.0,2013      ,2020-12-31T00:00:00,BRS
11,13,Mr. Võ Ngọc Thạch,Deputy CEO/Member of BOD,49,1972      ,7600.0,1997      ,2020-12-31T00:00:00,BRS
12,14,Mr. Võ Ngọc Thạch,Deputy CEO/Member of BOD,49,1972      ,7600.0,1997      ,2020-12-31T00:00:00,BRS
13,15,Ms. Thang Mỹ Hạnh,Member of Supervisory Board,297,1984      ,0.0,2008      ,2020-12-31T00:00:00,BRS
14,16,Ms. Phan Thị Minh Nguyệt,Member of Supervisory Board,59,1985      ,500.0,2008      ,2020-12-31T00:00:00,BRS
15,17,Ms. Thang Mỹ Hạnh,Member of Supervisory Board,297,1984      ,0.0,2008      ,2020-12-31T00:00:00,BRS
16,18,Ms. Phan Thị Minh Nguyệt,Member of Supervisory Board,59,1985      ,500.0,2008      ,2020-12-31T00:00:00,BRS
0,2,Mr. Vũ Thành Danh,Chairman of BOD,142,1964      ,136200.0,2009      ,2020-12-31T00:00:00,BSA
1,3,Mr. Phạm Minh Sơn,Chairman of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BSA
2,4,Mr. Vũ Thành Danh,Chairman of BOD,142,1964      ,136200.0,2009      ,2020-12-31T00:00:00,BSA
3,5,Mr. An Văn Sình,CEO,595,1972      ,46033.0,2009      ,2020-12-31T00:00:00,BSA
4,6,Mr. Trương Hải Quang,CEO,99,1982      ,104574.0,2012      ,2020-12-31T00:00:00,BSA
5,7,Ms. Nguyễn Thị Thanh Hoa,Chief of Supervisory Board,59,1976      ,-1.0,2015      ,2020-12-31T00:00:00,BSA
6,8,Mr. Vũ Thành Danh,Chief of Supervisory Board,"14,56",1964      ,113500.0,2009      ,2020-12-31T00:00:00,BSA
7,9,Ms. Nguyễn Thị Thanh Hoa,Chief of Supervisory Board,59,1976      ,-1.0,2015      ,2020-12-31T00:00:00,BSA
8,10,Mr. Phạm Văn Tùng,Chief Accountant,59,1975      ,0.0,2009      ,2020-12-31T00:00:00,BSA
9,11,Mr. Phạm Văn Tùng,Chief Accountant,59,1975      ,0.0,2009      ,2020-12-31T00:00:00,BSA
10,12,Mr. Phạm Văn Tùng,Chief Accountant,59,1975      ,0.0,2009      ,2020-12-31T00:00:00,BSA
11,13,Mr. Trương Hải Quang,Director,99,1982      ,104574.0,2012      ,2020-12-31T00:00:00,BSA
12,14,Mr. Huỳnh Lin,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BSA
13,15,Mr. Trần Hoài Nam,Member of BOD,441,1960      ,35742.0,2018      ,2020-12-31T00:00:00,BSA
14,16,Mr. Nguyễn Văn Tuấn,Member of BOD,"441,56",1961      ,40860.0,2010      ,2020-12-31T00:00:00,BSA
15,17,Mr. Lê Hoàng Triều,Member of BOD,"441,56",1969      ,0.0,2018      ,2020-12-31T00:00:00,BSA
16,18,Ms. Nguyễn Thị Hương Giang,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BSA
17,19,Mr. Trần Hoài Nam,Member of BOD,441,1960      ,35742.0,2018      ,2020-12-31T00:00:00,BSA
18,20,Mr. Nguyễn Văn Tuấn,Member of BOD,"441,56",1961      ,40860.0,2010      ,2020-12-31T00:00:00,BSA
19,21,Mr. Lê Hoàng Triều,Member of BOD,"441,56",1969      ,0.0,2018      ,2020-12-31T00:00:00,BSA
20,22,Ms. Nguyễn Thị Hương Giang,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BSA
21,23,Mr. Trần Văn Thọ,Member of BOD,136,1952      ,-1.0,2009      ,2020-12-31T00:00:00,BSA
22,24,Mr. Lê Quang Minh,Member of BOD,136,1957      ,-1.0,2009      ,2020-12-31T00:00:00,BSA
23,25,Mr. Nguyễn Văn Tuấn,Member of BOD,"441,56",1961      ,-1.0,2010      ,2020-12-31T00:00:00,BSA
24,26,Mr. Trương Hải Quang,Deputy CEO,99,1982      ,85125.0,2012      ,2020-12-31T00:00:00,BSA
25,27,Mr. Phạm Quốc Thái,Member of Supervisory Board,56,1969      ,-1.0,2010      ,2020-12-31T00:00:00,BSA
26,28,Ms. Nguyễn Thị Thanh Hoa,Member of Supervisory Board,59,1976      ,-1.0,2015      ,2020-12-31T00:00:00,BSA
27,29,Mr. Phạm Quốc Thái,Member of Supervisory Board,56,1969      ,-1.0,2010      ,2020-12-31T00:00:00,BSA
28,30,Ms. Võ Thị Bích Phượng,Member of Supervisory Board,59,1970      ,-1.0,2018      ,2020-12-31T00:00:00,BSA
29,31,Mr. Phạm Quốc Thái,Member of Supervisory Board,56,1969      ,-1.0,2010      ,2020-12-31T00:00:00,BSA
30,32,Ms. Võ Thị Bích Phượng,Member of Supervisory Board,59,1970      ,-1.0,2018      ,2020-12-31T00:00:00,BSA
31,33,Mr. Phan Quang Vũ,Deputy Director,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BSA
0,2,Mr. Lê Văn Hùng,Chairman of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BSC
1,3,Mr. Nguyễn Lê Dũng,CEO/Member of BOD,"59,35",1971      ,0.0,N/A       ,2020-12-31T00:00:00,BSC
2,4,Ms. Nguyễn Thị Hạnh,Chief of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BSC
3,5,Ms. Nguyễn Ngọc Liên Khương,Chief Accountant,59,1985      ,0.0,N/A       ,2020-12-31T00:00:00,BSC
4,6,Mr. Hoàng Phong Giao,Member of BOD,203,1972      ,100.0,N/A       ,2020-12-31T00:00:00,BSC
5,7,Mr. Bùi Minh Tuấn,Member of BOD,203,1971      ,152000.0,2016      ,2020-12-31T00:00:00,BSC
6,8,Mr. Trương Quang Thống,Deputy CEO/Member of BOD,24,1962      ,0.0,2004      ,2020-12-31T00:00:00,BSC
7,9,Mr. Từ Vĩ Trí,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BSC
8,10,Ms. Đoàn Thị Phương Linh,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BSC
0,2,Mr. Nguyễn Tiến Dũng,Chairman of BOD,142,1973      ,0.0,2004      ,2020-12-31T00:00:00,BSD
1,3,Ms. Lê Thị Lan Anh,Chief of Supervisory Board,203,-1        ,100.0,N/A       ,2020-12-31T00:00:00,BSD
2,4,Ms. Hoàng Thị Bình,Chief Accountant,59,1986      ,0.0,2008      ,2020-12-31T00:00:00,BSD
3,5,Mr. Nguyễn Hồng Tiến,Director/Member of BOD,56,1971      ,5000.0,2012      ,2020-12-31T00:00:00,BSD
4,6,Ms. Nguyễn Thị Liên Hà,Member of BOD,203,-1        ,31000.0,N/A       ,2020-12-31T00:00:00,BSD
5,7,Mr. Trần Hoàng Nam,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BSD
6,8,Mr. Nguyễn Duy Hưng,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BSD
7,9,Mr. Dương Thế Quang,Member of BOD,59,1973      ,10000.0,2007      ,2020-12-31T00:00:00,BSD
8,10,Ms. Nguyễn Thanh Thủy,Member of Supervisory Board,88,1957      ,4250.0,2007      ,2020-12-31T00:00:00,BSD
9,11,Mr. Bùi Như Thưởng,Deputy Director,56,1975      ,0.0,2008      ,2020-12-31T00:00:00,BSD
0,2,Mr. Lâm Du An,Chairman of BOD,109,1967      ,0.0,2006      ,2020-12-31T00:00:00,BSH
1,3,Mr. Lâm Du An,Chairman of BOD,109,1967      ,0.0,2006      ,2020-12-31T00:00:00,BSH
2,4,Mr. Đặng Thái Bình,Chief of Supervisory Board,88,1974      ,0.0,2010      ,2020-12-31T00:00:00,BSH
3,5,Ms. Lê Thị Hiền,Chief of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BSH
4,6,Ms. Bùi Thị Thanh Ngọc,Chief Accountant,88,1984      ,0.0,2008      ,2020-12-31T00:00:00,BSH
5,7,Ms. Bùi Thị Thanh Ngọc,Chief Accountant,88,1984      ,0.0,2008      ,2020-12-31T00:00:00,BSH
6,8,Mr. Nguyễn Hữu Lộc,Director/Member of BOD,"609,24",1961      ,107860.0,2007      ,2020-12-31T00:00:00,BSH
7,9,Mr. Nguyễn Hữu Lộc,Director/Member of BOD,"609,24",1961      ,107860.0,2007      ,2020-12-31T00:00:00,BSH
8,10,Mr. Đinh Văn Thuận,Member of BOD,"473,213,64",1954      ,0.0,2011      ,2020-12-31T00:00:00,BSH
9,11,Mr. Trương Hùng Dũng,Member of BOD,"24,318",1960      ,0.0,2017      ,2020-12-31T00:00:00,BSH
10,12,Mr. Văn Thảo Nguyên,Member of BOD,14,1980      ,480027.0,2011      ,2020-12-31T00:00:00,BSH
11,13,Mr. Đinh Văn Thuận,Member of BOD,"473,213,64",1954      ,0.0,2011      ,2020-12-31T00:00:00,BSH
12,14,Mr. Trương Hùng Dũng,Member of BOD,"24,318",1960      ,0.0,2017      ,2020-12-31T00:00:00,BSH
13,15,Mr. Văn Thảo Nguyên,Member of BOD,14,1980      ,480027.0,2011      ,2020-12-31T00:00:00,BSH
14,16,Ms. Nguyễn Thị Nga,Member of Supervisory Board,88,1976      ,15143.0,2008      ,2020-12-31T00:00:00,BSH
15,17,Ms. Nguyễn Thị Bích Hà,Member of Supervisory Board,59,1969      ,0.0,1999      ,2020-12-31T00:00:00,BSH
16,18,Ms. Nguyễn Thị Nga,Member of Supervisory Board,88,1976      ,15143.0,2008      ,2020-12-31T00:00:00,BSH
17,19,Ms. Nguyễn Thị Bích Hà,Member of Supervisory Board,59,1969      ,0.0,1999      ,2020-12-31T00:00:00,BSH
18,20,Mr. Ngyễn Văn Biên,Deputy Director,318,1976      ,0.0,2008      ,2020-12-31T00:00:00,BSH
19,21,Mr. Lê Viết Quý,Deputy Director,"609,651",1983      ,5286.0,2008      ,2020-12-31T00:00:00,BSH
20,22,Mr. Lê Thanh Tùng,Deputy Director,24,1979      ,0.0,2012      ,2020-12-31T00:00:00,BSH
21,23,Mr. Ngyễn Văn Biên,Deputy Director,318,1976      ,0.0,2008      ,2020-12-31T00:00:00,BSH
22,24,Mr. Lê Viết Quý,Deputy Director,"609,651",1983      ,5286.0,2008      ,2020-12-31T00:00:00,BSH
23,25,Mr. Lê Thanh Tùng,Deputy Director,24,1979      ,0.0,2012      ,2020-12-31T00:00:00,BSH
0,2,Mr. Ngô Văn Dũng,Chairman of BOD,304,1968      ,0.0,2019      ,2020-12-31T00:00:00,BSI
1,3,Mr. Nguyễn Duy Viễn,CEO/Member of BOD,616,1979      ,0.0,2019      ,2020-12-31T00:00:00,BSI
2,4,Ms. Lê Phương Thủy,Chief of Supervisory Board,55,1982      ,0.0,2019      ,2020-12-31T00:00:00,BSI
3,5,Ms. Trần Ngọc Diệp,Chief Accountant,416,1984      ,12874.0,2007      ,2020-12-31T00:00:00,BSI
4,6,Mr. Lê Đào Nguyên,Member of BOD,56,1956      ,0.0,          ,2020-12-31T00:00:00,BSI
5,7,Ms. Nguyễn Thanh Huyền,Member of BOD,56,1982      ,5.0,2019      ,2020-12-31T00:00:00,BSI
6,8,Ms. Ngô Thị Phong Lan,Deputy CEO,56,1978      ,12800.0,2001      ,2020-12-31T00:00:00,BSI
7,9,Mr. Lê Quang Huy,Deputy CEO,416,1978      ,0.0,N/A       ,2020-12-31T00:00:00,BSI
8,10,Mr. Phạm Xuân Anh,Deputy CEO,203,1977      ,1.0,N/A       ,2020-12-31T00:00:00,BSI
9,11,Mr. Trần Minh Hải,Member of Supervisory Board,14,1973      ,0.0,1999      ,2020-12-31T00:00:00,BSI
10,12,Mr. Nguyễn Thanh Tùng,Member of Supervisory Board,55,1974      ,0.0,2019      ,2020-12-31T00:00:00,BSI
11,13,Ms. Lê Thị Phương Lý,Cheif of Internal Audit,203,-1        ,1.0,N/A       ,2020-12-31T00:00:00,BSI
0,2,Mr. Nguyễn Tiến Dũng,Chairman of BOD,91,1973      ,0.0,N/A       ,2020-12-31T00:00:00,BSL
1,3,Mr. Nguyễn Tiến Dũng,Chairman of BOD,91,1973      ,0.0,N/A       ,2020-12-31T00:00:00,BSL
2,4,Ms. Nguyễn Thanh Thủy,Chief of Supervisory Board,59,1957      ,15000.0,2006      ,2020-12-31T00:00:00,BSL
3,5,Ms. Nguyễn Thanh Thủy,Chief of Supervisory Board,59,1957      ,15000.0,2006      ,2020-12-31T00:00:00,BSL
4,6,Mr. Văn Bá Thi,Chief Accountant,59,1978      ,0.0,2016      ,2020-12-31T00:00:00,BSL
5,7,Mr. Văn Bá Thi,Chief Accountant,59,1978      ,0.0,2016      ,2020-12-31T00:00:00,BSL
6,8,Mr. Võ Hải Thanh,Director/Member of BOD,"59,35",1969      ,197100.0,2006      ,2020-12-31T00:00:00,BSL
7,9,Mr. Võ Hải Thanh,Director/Member of BOD,"59,35",1969      ,134000.0,2006      ,2020-12-31T00:00:00,BSL
8,10,Mr. Cao Thanh Bích,Member of BOD,46,1949      ,0.0,2006      ,2020-12-31T00:00:00,BSL
9,11,Mr. Văn Thanh Liêm,Member of BOD,91,1950      ,182673.0,2006      ,2020-12-31T00:00:00,BSL
10,12,Mr. Cao Thanh Bích,Member of BOD,46,1949      ,0.0,2006      ,2020-12-31T00:00:00,BSL
11,13,Mr. Văn Thanh Liêm,Member of BOD,91,1950      ,182673.0,2006      ,2020-12-31T00:00:00,BSL
12,14,Ms. Hoàng Thanh Vân,Member of Supervisory Board,59,1982      ,0.0,2016      ,2020-12-31T00:00:00,BSL
13,15,Mr. Đặng Hải Hà,Member of Supervisory Board,59,1977      ,0.0,N/A       ,2020-12-31T00:00:00,BSL
14,16,Ms. Hoàng Thanh Vân,Member of Supervisory Board,59,1982      ,0.0,2016      ,2020-12-31T00:00:00,BSL
15,17,Mr. Đặng Hải Hà,Member of Supervisory Board,59,1977      ,0.0,N/A       ,2020-12-31T00:00:00,BSL
16,18,Mr. Hoàng Lâm Hòa,Deputy Director,35,1968      ,25300.0,2010      ,2020-12-31T00:00:00,BSL
17,19,Mr. Nguyễn Hồng Anh,Deputy Director/Member of BOD,59,1968      ,50000.0,2007      ,2020-12-31T00:00:00,BSL
18,20,Mr. Hoàng Lâm Hòa,Deputy Director,35,1968      ,0.0,2010      ,2020-12-31T00:00:00,BSL
19,21,Mr. Nguyễn Hồng Anh,Deputy Director/Member of BOD,59,1968      ,50000.0,2007      ,2020-12-31T00:00:00,BSL
20,22,Ms. Nguyễn Thị Thùy Dung,,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BSL
0,2,Mr. Nguyễn Hoàng Giang,Chairman of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BSP
1,3,Mr. Nguyễn Tiến Thọ,Chief of Supervisory Board,59,1956      ,2300.0,2017      ,2020-12-31T00:00:00,BSP
2,4,Ms. Trần Bích Thủy,Chief Accountant,88,1984      ,0.0,2010      ,2020-12-31T00:00:00,BSP
3,5,Mr. Bùi Văn Thiềng,Director/Member of BOD,318,1964      ,153370.0,2009      ,2020-12-31T00:00:00,BSP
4,6,Mr. Lê Hoài Thanh,Member of BOD,2,1973      ,254230.0,2017      ,2020-12-31T00:00:00,BSP
5,7,Mr. Võ Sỹ Dởng,Member of BOD,557,1949      ,1053676.0,2007      ,2020-12-31T00:00:00,BSP
6,8,Ms. Nguyễn Thu Hương,Member of BOD,18,1980      ,655266.0,2007      ,2020-12-31T00:00:00,BSP
7,9,Ms. Nguyễn Thị Hương Giang,Member of Supervisory Board,59,1984      ,185932.0,2012      ,2020-12-31T00:00:00,BSP
8,10,Ms. Nguyễn Hồ Bảo Ngọc,Member of Supervisory Board,59,1956      ,0.0,2019      ,2020-12-31T00:00:00,BSP
9,11,Mr. Vũ Danh Tuyên,Deputy Director,59,1973      ,0.0,2007      ,2020-12-31T00:00:00,BSP
0,2,Mr. Teo Hong Ken,Chairman of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BSQ
1,3,Mr. Teo Hong Ken,Chairman of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BSQ
2,4,Ms. Huỳnh Thị Thùy Nhân,Chief of Supervisory Board,59,1979      ,11020.0,2010      ,2020-12-31T00:00:00,BSQ
3,5,Ms. Huỳnh Thị Thùy Nhân,Chief of Supervisory Board,59,1979      ,11020.0,2010      ,2020-12-31T00:00:00,BSQ
4,6,Mr. Võ Thanh Cường,Chief Accountant,59,1983      ,4500.0,2010      ,2020-12-31T00:00:00,BSQ
5,7,Mr. Võ Thanh Cường,Chief Accountant,59,1983      ,4500.0,2010      ,2020-12-31T00:00:00,BSQ
6,8,Ms. Bùi Thị Nhự,Director/Member of BOD,59,1964      ,413450.0,2006      ,2020-12-31T00:00:00,BSQ
7,9,Ms. Bùi Thị Nhự,Director/Member of BOD,59,1964      ,413450.0,2006      ,2020-12-31T00:00:00,BSQ
8,10,Mr. Đinh Văn Thuận,Member of BOD,473,1954      ,950000.0,2012      ,2020-12-31T00:00:00,BSQ
9,11,Mr. Văn Thảo Nguyên,Member of BOD,56,1980      ,0.0,2012      ,2020-12-31T00:00:00,BSQ
10,12,Mr. Trần Nguyên Trung,Member of BOD,59,1967      ,300.0,2012      ,2020-12-31T00:00:00,BSQ
11,13,Mr. Đinh Văn Thuận,Member of BOD,473,1954      ,950000.0,2012      ,2020-12-31T00:00:00,BSQ
12,14,Mr. Văn Thảo Nguyên,Member of BOD,56,1980      ,0.0,2012      ,2020-12-31T00:00:00,BSQ
13,15,Mr. Trần Nguyên Trung,Member of BOD,59,1967      ,300.0,2012      ,2020-12-31T00:00:00,BSQ
14,16,Mr. Bùi Ngọc Hạnh,Member of BOD,59,1959      ,5300.0,N/A       ,2020-12-31T00:00:00,BSQ
15,17,Mr. Trương Quang Vinh,Member of Supervisory Board,203,-1        ,1232900.0,N/A       ,2020-12-31T00:00:00,BSQ
16,18,Mr. Nguyễn Văn Hòa,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BSQ
17,19,Ms. Đỗ Thị Diễm Kiều,Member of Supervisory Board,203,-1        ,39000.0,N/A       ,2020-12-31T00:00:00,BSQ
18,20,Mr. Nguyễn Văn Hòa,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BSQ
19,21,Ms. Đỗ Thị Diễm Kiều,Member of Supervisory Board,203,-1        ,39000.0,N/A       ,2020-12-31T00:00:00,BSQ
20,22,Mr. Nguyễn Văn Hùng,Deputy Director,478,1967      ,31500.0,2010      ,2020-12-31T00:00:00,BSQ
21,23,Mr. Thượng Tấn Lực,Deputy Director,482,1968      ,18000.0,2009      ,2020-12-31T00:00:00,BSQ
22,24,Mr. Nguyễn Văn Hùng,Deputy Director,478,1967      ,31500.0,2010      ,2020-12-31T00:00:00,BSQ
23,25,Mr. Thượng Tấn Lực,Deputy Director,482,1968      ,18000.0,2009      ,2020-12-31T00:00:00,BSQ
0,2,Mr. Trần Văn Hưng,Chairman of BOD,59,1963      ,0.0,          ,2020-12-31T00:00:00,BST
1,3,Mr. Đỗ Huy Kiên,Chief of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BST
2,4,Mr. Nguyễn Khoa Tuyển,Chief Accountant/Member of BOD,59,1968      ,17084.0,1998      ,2020-12-31T00:00:00,BST
3,5,Mr. Nguyễn Minh Hà,Director/Member of BOD,27,1971      ,57238.0,1997      ,2020-12-31T00:00:00,BST
4,6,Mr. Vũ Bùi Biển,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BST
5,7,Mr. Nguyễn Văn So,Member of BOD,"1,59",1954      ,9062.0,1980      ,2020-12-31T00:00:00,BST
6,8,Mr. Lê Trung Nhân,Member of Supervisory Board,24,1969      ,3505.0,2001      ,2020-12-31T00:00:00,BST
7,9,Mr. Vương Trí Thịnh,Member of Supervisory Board,203,-1        ,300.0,N/A       ,2020-12-31T00:00:00,BST
8,10,Mr. Nguyễn Trường Quang,Deputy Director,"1,149,29",1956      ,40000.0,1987      ,2020-12-31T00:00:00,BST
9,11,Mr. Trần Hữu Sơn,Deputy Director,203,-1        ,8524.0,N/A       ,2020-12-31T00:00:00,BST
0,2,Mr. Nguyễn Trung Hậu,Chairman of BOD,46,1958      ,3900.0,2009      ,2020-12-31T00:00:00,BT6
1,3,Mr. Nguyễn Hùng,Chairman of BOD,56,1957      ,10783.0,1976      ,2020-12-31T00:00:00,BT6
2,4,Mr. Phạm Văn Hiên,Chairman of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
3,5,Mr. Phạm Văn Hiên,Chairman of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
4,6,Mr. Lê Nguyễn Phương,CEO,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
5,7,Mr. Lê Nguyễn Phương,CEO,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
6,8,Mr. Hà Thanh Mẫn,CEO,"59,35",1964      ,19290.0,2010      ,2020-12-31T00:00:00,BT6
7,9,Mr. Nguyễn Trung Hậu,CEO/Member of BOD,46,1958      ,1300.0,2009      ,2020-12-31T00:00:00,BT6
8,10,Mr. Đào Minh Triết,Chief of Supervisory Board,54,1976      ,-1.0,2010      ,2020-12-31T00:00:00,BT6
9,11,Mr. Đào Minh Triết,Chief of Supervisory Board,111,1976      ,0.0,2010      ,2020-12-31T00:00:00,BT6
10,12,Ms. Nguyễn Thị Ngọc Trâm,Chief Accountant,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
11,13,Ms. Nguyễn Hà Trang,Chief Accountant,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BT6
12,14,Mr. Nguyễn Trọng Nghĩa,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
13,15,Mr. Nguyễn Quang Minh,Member of BOD,203,1977      ,-1.0,N/A       ,2020-12-31T00:00:00,BT6
14,16,Mr. Trịnh Thanh Huy,Member of BOD,46,1970      ,4599588.0,2009      ,2020-12-31T00:00:00,BT6
15,17,Mr. Nguyễn Ngọc Dũng,Member of BOD,203,1970      ,0.0,2012      ,2020-12-31T00:00:00,BT6
16,18,Mr. Hà Đức Bình,Member of BOD,"6,24",1964      ,3900.0,2009      ,2020-12-31T00:00:00,BT6
17,19,Mr. Nguyễn Nam Thắng,Member of BOD,73,1968      ,0.0,2010      ,2020-12-31T00:00:00,BT6
18,20,Mr. Trịnh Thanh Huy,Member of BOD,46,1970      ,4599588.0,2009      ,2020-12-31T00:00:00,BT6
19,21,Mr. Trịnh Thanh Huy,Member of BOD,46,1970      ,4599588.0,          ,2020-12-31T00:00:00,BT6
20,22,Mr. Nguyễn Ngọc Dũng,Member of BOD,203,1970      ,0.0,          ,2020-12-31T00:00:00,BT6
21,23,Mr. Nguyễn Trọng Nghĩa,Member of BOD,203,-1        ,0.0,          ,2020-12-31T00:00:00,BT6
22,24,Mr. Sergei Savrukhin,Member of BOD,203,1971      ,0.0,2016      ,2020-12-31T00:00:00,BT6
23,25,Mr. Trần Khắc Lợi,Deputy CEO,"158,56",1962      ,21168.0,1989      ,2020-12-31T00:00:00,BT6
24,26,Mr. Phạm Đình Nhật Kỳ,Deputy CEO,"158,56",1955      ,0.0,2010      ,2020-12-31T00:00:00,BT6
25,27,Mr. Trương Chí Nhân,Deputy CEO,46,1961      ,0.0,2010      ,2020-12-31T00:00:00,BT6
26,28,Mr. Nghiêm Hải Anh,Deputy CEO,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BT6
27,29,Ms. Phạm Thị Khánh Trang,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
